駅コード	駅名	備考
2f07	今市	
2f08	日光	
2f41	宍道	#unused
2f42	南宍道	
2f43	加茂中	
2f44	幡屋	
2f46	出雲大東	
2f47	南大東	
2f48	木次	
2f49	日登	
2f4b	下久野	
2f4c	出雲八代	
2f4d	出雲三成	
2f4e	亀嵩	
2f50	出雲横田	
2f51	八川	
2f52	出雲坂根	
2f53	三井野原	
2f55	油木	
2f81	小牛田	#unused
2f82	北浦	
2f83	陸前谷地	
2f85	古川	
2f86	塚目	
2f87	西古川	
2f88	東大崎	
2f89	西大崎	
2f8a	岩出山	
2f8b	有備館	
2f8c	上野目	
2f8d	池月	
2f8f	川渡温泉	
2f90	鳴子御殿湯	
2f91	鳴子温泉	
2f93	中山平温泉	
2f95	堺田	
2f97	赤倉温泉	
2f98	立小路	
2f9a	最上	
2f9b	大堀	
2f9c	鵜杉	
2f9d	瀬見温泉	
2f9f	東長沢	
2fa0	長沢	
2fa1	南新庄	
2fa2	新庄	#unused
2fa3	升形	
2fa4	羽前前波	
2fa5	津谷	
2fa7	古口	
2fa8	高屋	
2fa9	清川	
3001	宝積寺	#unused
3002	下野花岡	
3003	仁井田	
3004	鴻野山	
3006	大金	
3007	小塙	
3008	滝	
3009	烏山	
3041	倶利伽羅	?
3044	石動	
3048	福岡	
304b	西高岡	
304c	高岡やぶなみ	2018-03-16/
304e	高岡	
3051	越中大門	
3054	小杉	
3058	呉羽	
305b	富山	
305d	新富山口	2022-03-11/
305f	東富山	
3062	水橋	
3065	滑川	
3068	東滑川	
306b	魚津	
306e	黒部	
3071	生地	
3074	西入善	
3077	入善	
307a	泊	
307d	越中宮崎	
3081	北上	#unused
3082	柳原	
3083	江釣子	
3084	藤根	
3086	立川目	
3087	横川目	
3088	岩沢	
3089	和賀仙人	
308b	ゆだ錦秋湖	
308c	ほっとゆだ	
308d	ゆだ高原	
308e	黒沢	
3090	小松川	
3091		2022-03-11/平石
3092	相野々	
3093		2022-03-11/矢美津
30c4	勇払	
30c5	浜厚真	
30c6		2023-03-17/浜田浦
30c8	鵡川	
3141	米子	#unused
3142	博労町	
3143	富士見町	
3144	後藤	
3146	三本松口	
3148	河崎口	
3149	弓ケ浜	
314b	和田浜	
314c	大篠津町	
314d	米子空港	
314f	中浜	
3150	高松町	
3151	余子	
3153	上道	
3154	馬場崎町	
3155	境港	
3181	盛岡	#unused
3182	前潟	2023-03-17/大釜
3183	大釜	2023-03-17/小岩井
3184	小岩井	2023-03-17/雫石
3185	雫石	2023-03-17/
3186	春木場	
3187	赤渕	
3188	田沢湖	
3189	刺巻	
318b	神代	
318c	生田	
318d	角館	
318e	鶯野	
3200	羽後長野	
3201	鑓見内	
3202	羽後四ツ屋	
3203	北大曲	
3201	水戸	#unused
3202	常陸青柳	
3203	常陸津田	
3204	後台	
3206	下菅谷	
3207	中菅谷	
3208	上菅谷	
3209	常陸鴻巣	
320b	瓜連	
320c	静	
320d	常陸大宮	
320e	玉川村	
3210	野上原	
3211	山方宿	
3212	中舟生	
3213	下小川	
3215	西金	
3216	上小川	
3217	袋田	
3218	常陸大子	
321a	下野宮	
321b	矢祭山	
321c	東館	
321d	南石井	
321f	磐城石井	
3220	磐城塙	
3221	近津	
3222	中豊	
3224	磐城棚倉	
3225	磐城浅川	
3226	里白石	
3227	磐城石川	
3229	野木沢	
322a	川辺沖	
322b	泉郷	
322c	川東	
322e	小塩江	
322f	谷田川	
3230	磐城守山	
32c1	深川	#unused
32c2	北一己	
32c3	秩父別	
32c4	北秩父別	
32c6	石狩沼田	
32c7		2023-03-31/真布
32c8		2023-03-31/恵比島
32c9		2023-03-31/峠下
32cc		2023-03-31/幌糠
32ce		2023-03-31/藤山
32d0		2023-03-31/大和田
32d1		2023-03-31/留萌
3301	上菅谷	#unused
3302	南酒出	
3303	額田	
3304	河合	
3306	谷河原	
3307	常陸太田	
3341	雀田	#unused
3342	浜河内	
3343	長門本山	
3381	好摩	
3382	東大更	
3383	大更	
3384	平館	
3386	北森	
3387	松尾八幡平	
3388	安比高原	
3389	赤坂田	
338b	小屋の畑	
338c	荒屋新町	
338d	横間	
338e	田山	
3390	兄畑	
3391	湯瀬温泉	
3392	八幡平	
3393	陸中大里	
3395	鹿角花輪	
3396	柴平	
3397	十和田南	
3398	末広	
339a	土深井	
339b	沢尻	
339c	十二所	
339d	大滝温泉	
339f	扇田	
33a0	東大館	
3401	下館	#unused
3402	下館二高前	
3403	折本	
3404	ひぐち	
3405	久下田	
3406	寺内	
3407	真岡	
3408	北真岡	
3409	西田井	
340a	北山	
340b	益子	
340c	七井	
340d	多田羅	
340e	市塙	
340f	笹原田	
3410	天矢場	
3411	茂木	
	敦賀	?
	南今庄	?
	今庄	?
	湯尾	?
	南条	?
3467	王子保	2024-03-15/
3468	しきぶ	?
3469	武生	2024-03-15/
346b	鯖江	2024-03-15/
346d	北鯖江	2024-03-15/
346f	大土呂	2024-03-15/
3471	越前花堂	2024-03-15/
3473	福井	2024-03-15/
3475	森田	2024-03-15/
3477	春江	2024-03-15/
3479	丸岡	2024-03-15/
347b	芦原温泉	2024-03-15/
	細呂木	?
	牛ノ谷	?
3480	大聖寺	2024-03-15/
34c1	富良野	
34c2	学田	
34c3	鹿討	
34c4	中富良野	
34c5	ラベンダー畑	#(臨)
34c6	西中	
34c7	上富良野	
34c8	美馬牛	
34c9	美瑛	
34cb	北美瑛	
34cc	千代ヶ岡	
34cd	西聖和	
34ce	西神楽	
34d0	西瑞穂	
34d1	西御料	
34d2	緑が丘	
34d3	神楽岡	
3401	岡谷	#unused
3502	川岸	
3504	辰野	
3505	信濃川島	
3506	小野	
350b	北与野	
350d	与野本町	
350f	南与野	
3511	中浦和	
3513	武蔵浦和	#unused
3515	北戸田	
3517	戸田	
3519	戸田公園	
351b	浮間舟渡	
351d	北赤羽	
3541	茶屋町	#unused
3542	植松	
3543	木見	
3545	上の町	
3547	児島	
3601	千葉	#unused
3602	本千葉	
3603	蘇我	
3605	鎌取	
3607	誉田	
3609	土気	
360a	大網	
360b	永田	
360c	本納	
360e	新茂原	
360f	茂原	
3610	八積	
3611	上総一ノ宮	
3613	東浪見	
3614	太東	
3615	長者町	
3616	三門	
3618	大原	
3619	浪花	
361a	御宿	
361b	勝浦	
361c	鵜原	
361e	上総興津	
361f	行川アイランド	
3620	安房小湊	
3621	安房天津	
3622	安房鴨川	
3681	米沢	#unused
3682	南米沢	
3683	西米沢	
3684	成島	
3686	中郡	
3687	羽前小松	
3688	犬川	
3689	今泉	
368b	萩生	?
368c	羽前椿	?
368d	手ノ子	
368e	羽前沼沢	
3690	伊佐領	
3691	羽前松岡	
3692	小国	
3695	越後金丸	
3696	越後片貝	
3697	越後下関	
3698	越後大島	
3705	浜野	
3706	八幡宿	
3707	五井	
3709	姉ケ崎	
370b	長浦	
370c	袖ケ浦	
370d	巌根	
370e	木更津	
3710	君津	
3711	青堀	
3712	大貫	
3713	佐貫町	
3715	上総湊	
3716	竹岡	
3717	浜金谷	
3718	保田	
371a	安房勝山	
371b	岩井	
371c	富浦	
371d	那古船形	
371f	館山	
3720	九重	
3721	千倉	
3722	千歳	
3724	南三原	
3725	和田浦	
3726	江見	
3727	太海	
3841	盛岡	
3842	青山	
3843	厨川	
3844	巣子	
3846	滝沢	?
3847	渋民	
3848	好摩	
3849	岩手川口	?
384b	いわて沼宮内	
384c	御堂	?
384d	奥中山	?
384e	小繋	?
3850	小鳥谷	?
3851	一戸	?
3852	二戸	?
3853	斗米	?
3855	金田一温泉	?
3856	目時	?
3901	成田	#unused
3903	久住	
3905	滑河	
3907	下総神崎	
3908	大戸	
3909	佐原	
390a	香取	
390c	水郷	
390d	小見川	
390e	笹川	
390f	下総橘	
3910	下総豊里	
3911	椎柴	
3941	目時	
3942	三戸	?
3943	諏訪ノ平	?
3945	剣吉	?
3946	苫米地	?
3947	北高岩	
3948	八戸	
3949	陸奥市川	
394b	下田	?
394d	向山	?
394f	三沢	
3951	小川原	?
3953	上北町	?
3955	乙供	?
3957	千曳	?
3959	野辺地	?
395b	狩湯沢	?
395d	清水川	?
395f	小湊	?
3961	西平内	?
3963	浅虫温泉	?
3965	野内	?
3967	矢田前	?
3969	小柳	?
396b	東青森
396c	筒井	?
396d	筒井	?
396e	青森
3981	青森	#unused
3982	油川	
3983	津軽宮田	
3984	奥内	
3986	左堰	
3987	後潟	
3988	中沢	
3989	蓬田	
398b	郷沢	
398c	瀬辺地	
398d	蟹田	
398e	中小国	
398f	大平	?
3990	大平	?
3991	津軽二股	
3992	大川平	
3993	今別	
3994	津軽浜名	
3996	三厩	
3a01	木更津	#unused
3a02	祇園	
3a03	上総清川	
3a04	東清川	
3a05	横田	
3a06	東横田	
3a07	馬来田	
3a08	下郡	
3a0a	小櫃	
3a0b	俵田	
3a0c	久留里	
3a0d	平山	
3a0f	上総松丘	
3a10	上総亀山	
3a14	空港第2ビル	
3a16	成田空港	
3b01	大網	#unused
3b02	福俵	
3b03	東金	
3b04	求名	
3b81	東能代	#unused
3b82	能代	
3b83	向能代	
3b84	北能代	
3b86	鳥形	
3b87	沢目	
3b88	東八森	
3b89	八森	
3b8a	滝ノ間	
3b8b	あきた白神	
3b8c	岩館	
3b8d	大間越	
3b8e	白神岳登山口	
3b90	松神	
3b91	十二湖	
3b92	陸奥岩崎	
3b93	陸奥沢辺	
3b94	ウェスパ椿山	
3b95	艫作	
3b96	横磯	
3b97	深浦	
3b98	広戸	
3b9a	追良瀬	
3b9b	驫木	
3b9c	風合瀬	
3b9d	大戸瀬	
3b9f	千畳敷	
3ba0	北金ケ沢	
3ba1	陸奥柳田	
3ba2	陸奥赤石	
3ba4	鰺ケ沢	
3ba5	鳴沢	
3ba6	越水	
3ba7	陸奥森田	
3ba9	中田	
3baa	木造	
3bab	五所川原	
3bac	陸奥鶴田	
3bae	鶴泊	
3baf	板柳	
3bb0	林崎	
3bb1	藤崎	
3c0c	鹿島サッカースタジアム	#(臨)
3c0d	鹿島神宮	
3c0e	延方	
3c10	潮来	
3c11	十二橋	
3c81	追分	#unused
3c82	出戸浜	
3c83	上二田	
3c84	二田	
3c86	天王	
3c87	船越	
3c88	脇本	
3c89	羽立	
3c8b	男鹿	
3d01	国府津	#unused
3d02	下曽我	
3d03	上大井	
3d04	相模金子	
3d06	松田	
3d07	東山北	
3d08	山北	
3d09	谷峨	
3d0b	駿河小山	
3d0c	足柄	
3d0d	御殿場	
3d0e	南御殿場	
3d10	富士岡	
3d11	岩波	
3d12	裾野	
3d13	長泉なめり	
3d14	下土狩	
3d15	大岡	
3dc8	奥津軽いまべつ	2016-03-25/津軽今別
3e01	富士	#unused
3e02	柚木	
3e03	竪堀	
3e04	入山瀬	
3e06	富士根	
3e07	源道寺	
3e08	富士宮	
3e09	西富士宮	
3e0b	沼久保	
3e0c	芝川	
3e0d	稲子	
3e0e	十島	
3e10	井出	
3e11	寄畑	
3e12	内船	
3e13	甲斐大島	
3e15	身延	
3e16	塩之沢	
3e17	波高島	
3e18	下部温泉	
3e1a	甲斐常葉	
3e1b	市ノ瀬	
3e1c	久那土	
3e1d	甲斐岩間	
3e1f	落居	
3e20	鰍沢口	
3e21	市川大門	
3e22	市川本町	
3e23	芦川	
3e24	甲斐上野	
3e25	東花輪	
3e26	小井川	
3e27	常永	
3e29	国母	
3e2a	甲斐住吉	
3e2b	南甲府	
3e2c	善光寺	
3e2e	金手	
3e81	岩切	#unused
3e82	新利府	
3e83	利府	
3f01	東京	#unused
3f02	八丁堀	
3f03	越中島	
3f04	潮見	
3f05	新木場	
3f07	葛西臨海公園	
3f08	舞浜	
3f0a	新浦安	
3f0b	市川塩浜	
3f0d	二俣新町	
3f0f	南船橋	
3f10	新習志野	
3f12	海浜幕張	
3f13	検見川浜	
3f14	稲毛海岸	
3f16	千葉みなと	
3f18	蘇我	#unused
3f81	山形	#unused
3f82	北山形	#unused
3f83	東金井	
3f84	羽前山辺	
3f86	羽前金沢	
3f87	羽前長崎	
3f88	南寒河江	
3f89	寒河江	
3f8b	西寒河江	
3f8c	羽前高松	
3f8d	柴橋	
3f8e	左沢	
3fc1	高崎	#unused
3fc3	安中榛名	
3fc5	軽井沢	
3fc7	佐久平	
3fc9	上田	
3fcb	長野	
3fcd	飯山	
3fcf	上越妙高	
4001	掛川	
4002	掛川市役所前	
4003	西掛川	
4005	桜木	
4006	いこいの広場	
4007	細谷	
4009	原谷	
400a	原田	
400b	戸綿	
400c	遠州森	?
400d	森町病院前	?
400e	円田	
400f	遠江一宮	
4013	豊岡	
4015	上野部	
4017	天竜二俣	
4019	二俣本町	
401b	西鹿島	
401d	岩水寺	
401f	宮口	
4020	フルーツパーク	
4021	都田	
4022	常葉大学前	
4023	金指	
4025	岡地	
4027	気賀	
4029	西気賀	
402b	寸座	
402d	浜名湖佐久米	
402f	東都筑	
4031	都筑	
4033	三ヶ日	
4034	奥浜名湖	
4035	尾奈	
4037	知波田	
4038	大森	
4039	アスモ前	
403b	新所原	
4101	豊橋	#unused
4102	船町	
4103	下地	
4104	小坂井	
4106	牛久保	
4107	豊川	
4108	三河一宮	
4109	長山	
410b	江島	
410c	東上	
410d	野田城	
410e	新城	
4110	東新町	
4111	茶臼山	
4112	三河東郷	
4113	大海	
4115	鳥居	
4116	長篠城	
4117	本長篠	
4118	三河大野	
411a	湯谷温泉	
411b	三河槙原	
411c	柿平	
411d	三河川合	
411f	池場	
4120	東栄	
4121	出馬	
4122	上市場	
4124	浦川	
4125	早瀬	
4126	下川合	
4127	中部天竜	
4129	佐久間	
412a	相月	
412b	城西	
412c	向市場	
412e	水窪	
412f	大嵐	
4130	小和田	
4131	中井侍	
4133	伊那小沢	
4134	鶯巣	
4135	平岡	
4136	為栗	
4138	温田	
4139	田本	
413a	門島	
413b	唐笠	
413d	金野	
413e	千代	
413f	天竜峡	
4140	川路	
4142	時又	
4143	駄科	
4144	毛賀	
4145	伊那八幡	
4147	下山村	
4148	鼎	
4149	切石	
414a	飯田	
414c	桜町	
414d	伊那上郷	
414e	元善光寺	
414f	下市田	
4151	市田	
4152	下平	
4153	山吹	
4154	伊那大島	
4156	上片桐	
4157	伊那田島	
4158	高遠原	
4159	七久保	
415b	伊那本郷	
415c	飯島	
415d	田切	
415e	伊那福岡	
4160	小町屋	
4161	駒ケ根	
4162	大田切	
4163	宮田	
4165	赤木	
4166	沢渡	
4167	下島	
4168	伊那市	
416a	伊那北	
416b	田畑	
416c	北殿	
416d	木ノ下	
416f	伊那松島	
4170	沢	
4171	羽場	
4172	伊那新町	
4174	宮木	
4201	岡崎	
4203	六名	
4205	中岡崎	
4207	北岡崎	
4209	大門	
420b	北野桝塚	
420d	三河上郷	
420f	永覚	
4211	末野原	
4213	三河豊田	
4215	新上挙母	
4217	新豊田	
4218	愛環梅坪	
4219	四郷	
421a	貝津	
421b	保見	
421d	篠原	
421f	八草	
4221	山口	
4223	瀬戸口	
4225	瀬戸市	
4227	中水野	
4229	高蔵寺	
4281	勝川	
4282	味美	
4283	比良	
4284	小田井	
4285	尾張星の宮	
4286	枇杷島	
4201	大府	#unused
4302	尾張森岡	
4303	緒川	
4304	石浜	
4306	東浦	
4307	亀崎	
4308	乙川	
4309	半田	
430b	東成岩	
430c	武豊	
4401	岐阜	#unused
4403	長森	
4404	那加	
4406	蘇原	
4407	各務ケ原	
4409	鵜沼	
440b	坂祝	
440c	美濃太田	
440d	古井	
440e	中川辺	
4410	下麻生	
4412	上麻生	
4414	白川口	
4416	下油井	
4417	飛騨金山	
4419	焼石	
441a	下呂	
441b	禅昌寺	
441c	飛騨萩原	
441d	上呂	
441e	飛騨宮田	
4420	飛騨小坂	
4421	渚	
4422	久々野	
4423	飛騨一ノ宮	
4424	高山	
4425	上枝	
4427	飛騨国府	
4428	飛騨古川	
4429	杉崎	
442a	飛騨細江	
442c	角川	
442d	坂上	
442e	打保	
442f	杉原	
4431	猪谷	
4432	楡原	
4433	笹津	
4434	東八尾	
4436	越中八尾	
4437	千里	
4438	速星	
4439	婦中鵜坂	
443a	西富山	
4601	東京	
4603	品川	
4605	新横浜	
4609	小田原	
460b	熱海	
460d	三島	
460f	新富士	
4611	静岡	
4615	掛川	
4617	浜松	
4619	豊橋	
461b	三河安城	
461f	名古屋	
4621	岐阜羽島	
4623	米原	
4629	京都	
462d	新大阪	
4631	新大阪	
4633	新神戸	
4635	西明石	
4637	姫路	
4639	相生	
463e	岡山	
4642	新倉敷	
4644	福山	
4646	新尾道	
4648	三原	
464a	東広島	
464e	広島	
4652	新岩国	
4654	徳山	
4656	新山口	
4658	厚狭	
465a	新下関	
465c	小倉	
4664	博多	
4701	東京	
4703	上野	
4705	大宮	
4707	小山	
4709	宇都宮	
470b	那須塩原	
470d	新白河	
470f	郡山	
4711	福島	
4713	白石蔵王	
4715	仙台	
4717	古川	
4718	くりこま高原	
4719	一ノ関	
471a	水沢江刺	
471b	北上	
471c	新花巻	
471d	盛岡	
471f	いわて沼宮内	
4721	二戸	
4723	八戸	
4725	七戸十和田	
4727	新青森	
4729	奥津軽いまべつ	
472b	木古内	
472d	新函館北斗	
4781	博多	
4784	新鳥栖	
4787	久留米	
4788	筑後船小屋	
478a	新大牟田	
478d	新玉名	
4790	熊本	
4793	新八代	
4796	新水俣	
4799	出水	
479c	川内	
479f	鹿児島中央	
4807	熊谷	
4808	本庄早稲田	
4809	高崎	
480b	上毛高原	
480d	越後湯沢	
480f	浦佐	
4811	長岡	
4813	燕三条	
4815	新潟	
490b	安中榛名	
490d	軽井沢	
490f	佐久平	
4911	上田	
4913	長野	
4915	飯山	
4917	上越妙高	
4919	糸魚川	
491b	黒部宇奈月温泉	
491d	富山	
491f	新高岡	
4921	金沢	
4923	小松	?
4925	加賀温泉	?
4927	芦原温泉	?
4929	福井	?
492b	越前たけふ	?
492d	敦賀	?
4b01	津幡	?
4b02	中津幡	
4b03	本津幡	
4b04	能瀬	
4b06	宇野気	
4b07	横山	
4b08	高松	
4b09	免田	
4b0b	宝達	
4b0c	敷浪	
4b0d	南羽咋	
4b0e	羽咋	
4b10	千路	
4b11	金丸	
4b12	能登部	
4b13	良川	
4b15	能登二宮	
4b16	徳田	
4b17	七尾	
4b18	和倉温泉	
4b1a	田鶴浜	
4c41	西戸崎	
4c42	海ノ中道	
4c44	雁ノ巣	
4c45	奈多	
4c46	和白	
4c49	香椎神宮	
4c4a	舞松原	
4c4b	土井	
4c4c	伊賀	
4c4d	長者原	
4c4e	酒殿	
4c4f	須恵	
4c50	須恵中央	
4c51	新原	
4c52	宇美	
4d01	高岡	#unused
4d03	二塚	
4d04	林	
4d05	戸出	
4d06	油田	
4d07	砺波	
4d08	東野尻	
4d09	高儀	
4d0b	福野	
4d0c	東石黒	
4d0d	福光	
4d0e	越中山田	
4d10	城端	
4d41	吉塚	#unused
4d42	柚須	
4d43	原町	
4d44	長者原	
4d45	門松	
4d46	篠栗	
4d48	筑前山手	
4d49	城戸南蔵院前	
4d4b	九郎原	
4d4c	筑前大分	
4d4e	桂川	
4e01	高岡	#unused
4e02	越中中川	
4e03	能町	
4d04	伏木	
4d06	越中国分	
4d07	雨晴	
4d08	島尾	
4e09	氷見	
4ffe	宮島	?
5001	越前花堂	
5003	六条	
5004	足羽	
5006	越前東郷	
5007	一乗谷	
5008	越前高田	
5009	市波	
500b	小和清水	
500c	美山	
500d	越前薬師	
500e	越前大宮	
5010	計石	
5011	牛ケ原	
5012	北大野	
5013	越前大野	
5015	越前田野	
5016	越前富田	
5017	下唯野	
5018	柿ケ島	
501a	勝原	
501b	越前下山	
501c	九頭竜湖	
50c1	東釧路	#unused
50c3	遠矢	
50c4	釧路湿原	
50c5	細岡	#(臨)
50c6	塘路	
50c8	茅沼	
50c9		2017-03-03/五十石
50ca	標茶	
50cb	磯分内	
50cd		2020-03-13/南弟子屈
50ce	摩周	
50cf	美留和	
50d0	川湯温泉	
50d2	緑	
50d3	札弦	
50d4	清里町	
		2021-03-12/南斜里
50d7	中斜里	
50d8	知床斜里	
50d9	止別	
50da	浜小清水	
50dc	原生花園	#(臨)
50dd	北浜	
50de	藻琴	
50df	鱒浦	
50e1	桂台	
5101	松本	
5102	北松本	
5103	島内	
5104	島高松	
5106	梓橋	
5107	一日市場	
5108	中萱	
5109	南豊科	
510b	豊科	
510c	柏矢町	
510d	穂高	
510e	有明	
5110	安曇追分	
5111	細野	
5112	北細野	
5113	信濃松川	
5115	安曇沓掛	
5116	信濃常盤	
5117	南大町	
5118	信濃大町	
511a	北大町	
511b	信濃木崎	
511c	稲尾	
511d	海ノ口	
511e	簗場	
5120	南神城	
5121	神城	
5122	飯森	
5124	白馬	
5126	信濃森上	
5127	白馬大池	
5128	千国	
5129	南小谷	
512a	中土	
512b	北小谷	
512c	平岩	
512e	小滝	
512f	根知	
5130	頸城大野	
5132	姫川	
5201	塩尻	#unused
5202	広丘	
5203	村井	
5204	平田	
5205	南松本	
5206	松本	#unused
5207	田沢	
5208	明科	
5209	西条	
520a	坂北	
520b	聖高原	
520c	冠着	
520d	姨捨	
520e	稲荷山	
520f	篠ノ井	
5211	今井	
5213	川中島	
5215	安茂里	
5241	宇土	#unused
5242	緑川	
5243	住吉	
5244	肥後長浜	
5246	網田	
5247	赤瀬	
5248	石打ダム	
5249	波多浦	
524a	三角	
5301	小淵沢	#unused
5302	甲斐小泉	
5303	甲斐大泉	
5304	清里	
5306	野辺山	
5307	信濃川上	
5308	佐久広瀬	
5309	佐久海ノ口	
530b	海尻	
530c	松原湖	
530d	小海	
530e	馬流	
5310	高岩	
5311	八千穂	
5312	海瀬	
5313	羽黒下	
5315	青沼	
5316	臼田	
5317	龍岡城	
5318	太田部	
5319	中込	
531a	滑津	
531b	北中込	
531c	岩村田	
531d	佐久平	
531e	中佐都	
531f	美里	
5320	三岡	
5321	乙女	
5322	東小諸	
5323	小諸	
5357	吉松	
5358	栗野	
535a	大隅横川	
535b	植村	
535c	霧島温泉	
535d	嘉例川	
535f	中福良	
5360	表木山	
5361	日当山	
5401	豊野	
5402	信濃浅野	
5403	立ケ花	
5404	上今井	
5406	替佐	
5407	蓮	
5408	飯山	#unused
5409	北飯山	
540b	信濃平	
540c	戸狩野沢温泉	
540d	上境	
540e	上桑名川	
5410	桑名川	
5411	西大滝
5412	信濃白鳥	
5413	平滝	
5414	横倉	
5415	森宮野原	
5416	足滝	
5417	越後田中	
5419	津南	
541a	越後鹿渡	
541b	越後田沢	
541c	越後水沢	
541e	土市	
541f	十日町	
5420	魚沼中条	
5421	下条	
5423	越後岩沢	
5424	内ケ巻	
5425	越後川口	#unused
5426	小千谷	
5428	越後滝谷	
5501	柏崎	#unused
5502	東柏崎	
5503	西中通	
5504	荒浜	
5506	刈羽	
5507	西山	
5508	礼拝	
5509	石地	
550b	小木ノ城	
550c	出雲崎	
550d	妙法寺	
550e	小島谷	
5510	桐原	
5511	寺泊	
5512	分水	
5513	粟生津	
5514	南吉田	
5515	吉田	
5516	北吉田	
5517	岩室	
5518	巻	
5519	越後曽根	
551a	越後赤塚	
551b	内野西が丘	
551c	内野	
551d	新潟大学前	
551e	寺尾	
551f	小針	
5520	青山	
5521	関屋	
5522	白山	
5523	上所	?
5601	弥彦	
5602	矢作	
5603	吉田	
5604	西燕	
5605	燕	
5606	燕三条	
5607	北三条	
5640	ATMJRE外	?
5641	鹿児島中央	#unused
5642	郡元	
5643	南鹿児島	
5644	宇宿	
5646	谷山	
5647	慈眼寺	
5648	坂之上	
5649	五位野	
564b	平川	
564c	瀬々串	
564d	中名	
564e	喜入	
5650	前之浜	
5651	生見	
5652	薩摩今和泉	
5653	宮ケ浜	
5655	二月田	
5656	指宿	
5657	山川	
5659	大山	
565a	西大山	
565b	薩摩川尻	
565c	東開聞	
565e	開聞	
565f	入野	
5660	頴娃	
5661	西頴娃	
5663	御領	
5664	石垣	
5665	水成川	
5666	頴娃大川	
5668	松ケ浦	
5669	薩摩塩屋	
566a	白沢	
566b	薩摩板敷	
566d	枕崎	
5701	新発田	#unused
5702	西新発田	
5703	佐々木	
5704	黒山	
5706	豊栄	
5707	早通	
5708	新崎	
5709	大形	
570b	東新潟	
5801	多治見	#unused
5803	小泉	
5804	根本	
5806	姫	
5807	下切	
5809	可児	
580a	美濃川合	
5841	鳥栖	
5842	新鳥栖	
5843	肥前麓	
5845	中原	
5847	吉野ヶ里公園	
5848	神埼	
584a	伊賀屋	
584c	佐賀	
584e	鍋島	
584f	バルーンさが	#(臨)
5850	久保田	
5851	牛津	
5853	江北	2022-09-22/肥前山口
5855	肥前白石	
5857	肥前竜王	
5859	肥前鹿島	
585b	肥前浜	
585d	肥前七浦	
585e	肥前飯田	
5860	多良	
5862	肥前大浦	
5864	小長井	
5865	長里	
5866	湯江	
5867	小江	
5869	肥前長田	
586a	東諫早	
586b	諫早	
586c	西諫早	
586d	市布	
586e	喜々津	
5870	肥前古賀	
5871	現川	
5873	浦上	
5874	長崎	
5901	綾部	#unused
5903	淵垣	
5904	梅迫	
5906	真倉	
5907	西舞鶴	
5909	東舞鶴	
590b	松尾寺	
590c	青郷	
590d	三松	
590e	若狭高浜	
5910	若狭和田	
5911	若狭本郷	
5912	加斗	
5913	勢浜	
5915	小浜	
5916	東小浜	
5917	新平野	
5918	上中	
591a	若狭有田	
591b	大鳥羽	
591c	十村	
591d	藤井	
591f	三方	
5920	気山	
5921	美浜	
5922	東美浜	
5924	粟野	
5925	西敦賀	
5941	喜々津	#unused
5943	東園	
5945	大草	
5947	本川内	
5949	長与	
594b	高田	
5950	道ノ尾	
5951	西浦上	
5a01	豊岡	
5a02	コウノトリの郷	
5a09	網野	
5a0b	峰山	
5a10	天橋立	
5a12	宮津	
5a19	四所	
5a1b	西舞鶴	
5b01	大阪	#unused
5b02	福島	
5b03	野田	
5b04	西九条	
5b06	弁天町	
5b07	大正	
5b08	芦原橋	
5b0a	今宮	
5b0b	新今宮	
5b41	久保田	#unused
5b43	小城	
5b45	東多久	
5b46	中多久	
5b47	多久	
5b49	厳木	
5b4a	岩屋	
5b4b	相知	
5b4c	本牟田部	
5b4e	山本	
5b4f	鬼塚	
5b50	唐津	
5b51	西唐津	
5c01	西九条	#unused
5c02	安治川口	
5c03	ユニバーサルシティ	
5c04	桜島	
5c41	江北	#unused
5c43	大町	
5c44	北方	
5c46	高橋	
5c47	武雄温泉	
5c49	永尾	
5c4b	三間坂	
5c4d	上有田	
5c4e	有田	
5c50	三河内	
5c52	早岐	
5c53	大塔	
5c54	日宇	
5c56	佐世保	
5d06	塚口	
5d07	猪名寺	
5d08	伊丹	
5d0a	北伊丹	
5d0c	川西池田	
5d0f	中山寺	
5d11	宝塚	
5d12	生瀬	
5d14	西宮名塩	
5d15	武田尾	
5d17	道場	
5d19	三田	
5d1b	新三田	
5d1c	広野	
5d1e	相野	
5d20	藍本	
5d21	草野	
5d23	古市	
5d24	南矢代	
5d25	篠山口	
5d26	丹波大山	
5d29	谷川	
5d2b	柏原	
5d2c	石生	
5d2e	黒井	
5d30	市島	
5d31	丹波竹田	
5e13	日岡	
5e15	神野	
5e17	厄神	
5e18	市場	
5e19	小野町	
5e1a	粟生	
5e1c	河合西	
5e1d	青野ケ原	
5e1e	社町	
5e20	滝野	
5e22	滝	
5e23	西脇市	
5e24	新西脇	
5e25	比延	
5e27	日本へそ公園	
5e28	黒田庄	
5e2a	本黒田	
5e2b	船町口	
5e2d	久下村	
5e41	早岐	
5e42	ハウステンボス	
5e43	南風崎	
5e44	小串郷	
5e46	川棚	
5e47	彼杵	
5e48	千綿	
5e49	松原	
5e4a	大村車両基地	2022-09-22/
5e4b	竹松	
5e4c	新大村	2022-09-22/諏訪
5e4d	諏訪	2022-09-22/大村
5e4e	大村	2022-09-22/岩松
5e4f	岩松	2022-09-22/
5f01	JR難波	
5f02	今宮	#unused
5f03	新今宮	#unused
